Table S1e Top ranked cell type-expressed genes based on human data					
					
Zhang2016_rank	Darmanis2015_rank	grand_rank	gene	Celltype	
1147	757	952	SPG11	oli	
1359	549	954	PRRG1	oli	
1676	233	954.5	ITM2A	oli	
99	1811	955	RPS27	oli	
400	1518	959	ANKRD17	oli	
1024	896	960	ZBTB38	oli	
268	1655	961.5	HUWE1	oli	
774	1152	963	KCNH8	oli	
21	1905	963	PTPRZ1	oli	
1358	571	964.5	C11ORF58	oli	
1363	566	964.5	PPP6R3	oli	
149	1780	964.5	PTPN11	oli	
706	1226	966	PNN	oli	
1244	691	967.5	FAM126A	oli	
729	1207	968	LINC01105	oli	
1096	840	968	POGK	oli	
701	1240	970.5	HIPK3	oli	
1382	560	971	ADD1	oli	
968	976	972	C12ORF76	oli	
601	1343	972	SLC25A3	oli	
976	972	974	NUFIP2	oli	
721	1235	978	HERC1	oli	
354	1603	978.5	YWHAE	oli	
1048	910	979	ATP5F1	oli	
1766	200	983	INTS6	oli	
713	1254	983.5	NCOA1	oli	
1166	810	988	PLS3	oli	
753	1225	989	SYNE1	oli	
763	1216	989.5	NLGN1	oli	
1118	862	990	CADM1	oli	
1481	505	993	PDS5B	oli	
555	1435	995	AGAP1	oli	
843	1147	995	CAP1	oli	
819	1174	996.5	HADHA	oli	
600	1393	996.5	ZNF106	oli	
1103	891	997	CALU	oli	
626	1369	997.5	SNX1	oli	
672	1323	997.5	XIST	oli	
284	1716	1000	GAS7	oli	
1757	245	1001	ARF4	oli	
519	1486	1002.5	SSFA2	oli	
1744	265	1004.5	CHORDC1	oli	
961	1051	1006	MFAP3L	oli	
1016	1000	1008	EP300	oli	
225	1792	1008.5	RPL23	oli	
1417	600	1008.5	SLC25A5	oli	
1264	758	1011	MOG	oli	
839	1187	1013	PPM1B	oli	
904	1123	1013.5	RABGAP1L	oli	
631	1396	1013.5	SETD5	oli	
497	1539	1018	KIAA2026	oli	
451	1588	1019.5	DTNA	oli	
874	1165	1019.5	MTSS1	oli	
389	1651	1020	DOCK1	oli	
1352	690	1021	ALDH6A1	oli	
82	1962	1022	TJP1	oli	
145	1900	1022.5	RPS4X	oli	
1528	518	1023	PAPSS1	oli	
694	1355	1024.5	TERF2IP	oli	
1471	581	1026	CHD1	oli	
1002	1052	1027	ST3GAL5	oli	
986	1069	1027.5	TUG1	oli	
1034	1023	1028.5	KDM5A	oli	
1570	494	1032	HERPUD1	oli	
1006	1059	1032.5	NRD1	oli	
973	1093	1033	ITGB1	oli	
814	1252	1033	SH3GLB1	oli	
1064	1004	1034	ICK	oli	
506	1564	1035	ACTR2	oli	
1431	639	1035	PPIG	oli	
254	1823	1038.5	EEF1B2	oli	
786	1294	1040	SRI	oli	
1898	184	1041	ETNK1	oli	
1163	920	1041.5	LITAF	oli	
1237	854	1045.5	ACSL1	oli	
1583	508	1045.5	MYRF	oli	
1231	860	1045.5	PTCD3	oli	
1828	263	1045.5	SAR1A	oli	
1376	717	1046.5	YIPF6	oli	
1526	568	1047	PSMB4	oli	
1618	479	1048.5	ARL6IP1	oli	
568	1530	1049	DUSP1	oli	
853	1246	1049.5	FBXO32	oli	
1534	572	1053	ARGLU1	oli	
493	1614	1053.5	NRXN1	oli	
1369	740	1054.5	KIF3A	oli	
1931	187	1059	DNAJB4	oli	
1084	1034	1059	KIAA0368	oli	
1682	438	1060	ANKRD10	oli	
1311	811	1061	SACS	oli	
1415	708	1061.5	CAST	oli	
1070	1055	1062.5	CLIP4	oli	
827	1303	1065	RNF130	oli	
951	1180	1065.5	AP1G1	oli	
1330	804	1067	THRAP3	oli	
864	1272	1068	MPHOSPH8	oli	
1109	1030	1069.5	VDAC2	oli	
1498	642	1070	KIAA1033	oli	
1423	720	1071.5	BTAF1	oli	
1135	1008	1071.5	MAPK6	oli	
230	1916	1073	RPS13	oli	
2015	135	1075	TMEM33	oli	
1288	866	1077	CDC14B	oli	
1436	726	1081	POLR2B	oli	
1537	627	1082	TMEM206	oli	
1206	958	1082	UBE4A	oli	
593	1572	1082.5	AP2B1	oli	
974	1191	1082.5	CASC4	oli	
408	1762	1085	RPL19	oli	
1185	987	1086	EPRS	oli	
1077	1095	1086	ERBB4	oli	
1295	881	1088	REPS2	oli	
1218	960	1089	C5ORF42	oli	
1408	773	1090.5	HMGN1	oli	
2013	170	1091.5	BROX	oli	
1220	964	1092	LRRFIP2	oli	
1580	605	1092.5	TBC1D15	oli	
1440	746	1093	PRDX1	oli	
1039	1153	1096	RBM26	oli	
402	1791	1096.5	ZSWIM6	oli	
1198	996	1097	COPB1	oli	
1182	1012	1097	HBP1	oli	
707	1489	1098	RHOB	oli	
488	1708	1098	RPS14	oli	
1283	918	1100.5	RUFY2	oli	
1329	876	1102.5	USP33	oli	
873	1333	1103	HIP1	oli	
725	1482	1103.5	PPFIA2	oli	
1226	986	1106	ATP6V1E1	oli	
1191	1022	1106.5	MYSM1	oli	
802	1417	1109.5	REV3L	oli	
1038	1185	1111.5	DNAJB6	oli	
1152	1076	1114	MAL	oli	
867	1361	1114	MOB3B	oli	
1181	1048	1114.5	C1ORF43	oli	
1677	553	1115	KBTBD2	oli	
1422	808	1115	SGPL1	oli	
929	1302	1115.5	RPS3	oli	
998	1236	1117	ATXN7L3B	oli	
1055	1181	1118	DIXDC1	oli	
606	1633	1119.5	EXOC6B	oli	
890	1350	1120	ATF4	oli	
1838	402	1120	RBBP4	oli	
769	1472	1120.5	RGCC	oli	
1692	552	1122	TMEM41B	oli	
954	1291	1122.5	DHX15	oli	
1315	931	1123	USP7	oli	
1069	1178	1123.5	SMC3	oli	
1051	1196	1123.5	SPIN1	oli	
1120	1127	1123.5	TSPAN3	oli	
556	1692	1124	SORL1	oli	
210	2039	1124.5	SPARCL1	oli	
1538	713	1125.5	EEA1	oli	
935	1316	1125.5	RCN2	oli	
720	1531	1125.5	STX7	oli	
1464	788	1126	VPS35	oli	
1173	1082	1127.5	ZNF326	oli	
1725	531	1128	CRBN	oli	
1959	299	1129	BCAT1	oli	
624	1634	1129	URI1	oli	
1505	762	1133.5	KIFAP3	oli	
499	1770	1134.5	SASH1	oli	
1474	796	1135	PDIA3	oli	
1795	475	1135	SRSF10	oli	
1450	823	1136.5	FUBP1	oli	
692	1584	1138	TANC2	oli	
727	1550	1138.5	NCOR1	oli	
484	1794	1139	ARCN1	oli	
1262	1019	1140.5	HINT1	oli	
990	1292	1141	STAG2	oli	
1169	1115	1142	SRSF1	oli	
910	1376	1143	ATF7IP	oli	
1789	497	1143	EIF1AX	oli	
1216	1070	1143	KLF3	oli	
1221	1065	1143	MFF	oli	
817	1473	1145	USP32	oli	
599	1694	1146.5	IMPAD1	oli	
846	1447	1146.5	WAPAL	oli	
1901	393	1147	LTN1	oli	
1736	564	1150	ABCA1	oli	
302	1999	1150.5	EPB41L2	oli	
831	1474	1152.5	ATP10B	oli	
806	1503	1154.5	PHF10	oli	
1633	679	1156	LMBRD1	oli	
1047	1265	1156	MFSD6	oli	
2064	253	1158.5	RAB18	oli	
860	1457	1158.5	SFRP1	oli	
1274	1045	1159.5	PPT1	oli	
1066	1253	1159.5	PTPN13	oli	
658	1663	1160.5	UBE2H	oli	
648	1675	1161.5	PPP1R12B	oli	
1750	574	1162	GRM3	oli	
959	1365	1162	PCGF5	oli	
914	1411	1162.5	NARS	oli	
1545	780	1162.5	PCDH17	oli	
1882	447	1164.5	INSR	oli	
1616	714	1165	PCNP	oli	
1511	821	1166	DNM1L	oli	
1265	1067	1166	FNIP2	oli	
1777	557	1167	OAT	oli	
1179	1156	1167.5	MTDH	oli	
1463	875	1169	RAB30	oli	
734	1607	1170.5	LARS	oli	
1247	1098	1172.5	HADHB	oli	
1082	1264	1173	PSIP1	oli	
2031	315	1173	PTGDS	oli	
1057	1289	1173	TAOK3	oli	
821	1526	1173.5	UBQLN1	oli	
1042	1307	1174.5	WDR26	oli	
414	1944	1179	CNTN1	oli	
985	1375	1180	MTMR2	oli	
1724	644	1184	UBA3	oli	
809	1568	1188.5	UBR4	oli	
1029	1349	1189	LRPPRC	oli	
1891	487	1189	THOC2	oli	
881	1499	1190	PRKCA	oli	
1005	1378	1191.5	ADAR	oli	
1013	1370	1191.5	COX6C	oli	
1910	473	1191.5	UBA6	oli	
695	1691	1193	C1ORF61	oli	
2181	205	1193	HMGCS1	oli	
1312	1077	1194.5	FEM1C	oli	
945	1444	1194.5	TMEM106B	oli	
481	1912	1196.5	ATP1A1	oli	
49	2352	1200.5	TNR	oli	
1554	851	1202.5	ARPC5	oli	
2229	176	1202.5	TRA2A	oli	
1606	807	1206.5	EPM2AIP1	oli	
1282	1138	1210	ASAH1	oli	
1122	1299	1210.5	UFM1	oli	
2218	207	1212.5	LINC01578	oli	
1286	1140	1213	ATP5C1	oli	
1701	729	1215	TIPARP	oli	
120	2314	1217	KIF5C	oli	
1469	968	1218.5	CNOT2	oli	
1905	536	1220.5	PRPF40A	oli	
1106	1336	1221	SEC31A	oli	
1425	1018	1221.5	SNAP25	oli	
1370	1078	1224	RTN1	oli	
1480	969	1224.5	SENP7	oli	
993	1463	1228	HIPK1	oli	
1466	992	1229	SRP72	oli	
647	1812	1229.5	GNAO1	oli	
1053	1407	1230	INSIG1	oli	
1954	510	1232	MARCH1	oli	
1091	1377	1234	PPP1R15B	oli	
1730	738	1234	TMCC3	oli	
1564	906	1235	RAD50	oli	
320	2152	1236	NEK7	oli	
801	1674	1237.5	MPP5	oli	
