Table S1f Top ranked cell type-expressed genes based on mouse data						
						
Zhang2014_rank	Zeisel2014_rank	Tasic2016_rank	grand_rank	gene	Celltype	
586	987	473	586	PHACTR1	oli	
587	28	7394	587	GM26917	oli	
1293	587	242	587	SBDS	oli	
3278	242	587	587	SUB1	oli	
588	1117	316	588	GPX4	oli	
589	523	1055	589	FAH	oli	
692	589	237	589	IDH1	oli	
562	590	1141	590	BACE1	oli	
1988	152	590	590	DEB1	oli	
386	595	3423	595	SQLE	oli	
596	432	2358	596	ITFG1	oli	
3593	491	599	599	TCEB1	oli	
1121	500	600	600	GSTM2	oli	
3915	601	162	601	CLK1	oli	
856	167	603	603	SRP14	oli	
860	475	604	604	PEX5L	oli	
1615	605	352	605	ANKRD28	oli	
605	421	2304	605	GNAI1	oli	
242	606	4297	606	APOE	oli	
607	1034	73	607	MARCKS	oli	
608	531	2695	608	DDX17	oli	
610	221	2922	610	RPS21	oli	
1297	611	445	611	ECH1	oli	
125	958	611	611	KNDC1	oli	
216	616	1038	616	UNC5B	oli	
1338	617	306	617	PAICS	oli	
617	305	833	617	RPS11	oli	
752	445	618	618	PRDX6	oli	
66	619	668	619	LGI3	oli	
257	620	1340	620	TPPP3	oli	
438	625	1751	625	MID1IP1	oli	
3433	429	625	625	OGT	oli	
167	628	6017	628	GNB2	oli	
546	629	999	629	MMD2	oli	
262	1989	630	630	ARHGEF10	oli	
630	473	2758	630	HEPACAM	oli	
569	631	845	631	ANKH	oli	
632	1050	203	632	ATP6V0E2	oli	
633	1211	39	633	KLF13	oli	
363	633	2095	633	PLEKHH1	oli	
1408	634	439	634	CLMN	oli	
634	350	973	634	PIP4K2A	oli	
266	1218	635	635	ACTR1A	oli	
1398	583	636	636	CHMP2A	oli	
1959	639	515	639	ARAF	oli	
1247	492	642	642	PSMA7	oli	
1361	643	297	643	DDX1	oli	
646	561	3906	646	GABBR1	oli	
1385	646	418	646	NMRAL1	oli	
871	384	647	647	ATP6V1G1	oli	
2150	648	648	648	EIF3A	oli	
1661	650	633	650	PARK7	oli	
2025	607	650	650	SEC62	oli	
651	1026	536	651	ANKRD46	oli	
1155	184	651	651	PRKCQ	oli	
652	182	1117	652	SPARCL1	oli	
1964	653	615	653	SPTSSA	oli	
654	1946	465	654	KIAA1191	oli	
251	1161	655	655	CALR	oli	
655	1352	190	655	SLC25A5	oli	
3379	656	275	656	RBM5	oli	
656	367	3273	656	RPS16	oli	
1879	658	429	658	SNX6	oli	
1152	659	219	659	ARL8B	oli	
840	439	662	662	ELOVL6	oli	
405	662	904	662	GNG12	oli	
263	664	706	664	COX6A1	oli	
796	399	664	664	GLOD4	oli	
729	297	666	666	NDUFB9	oli	
116	5666	667	667	ARHGDIA	oli	
545	669	2105	669	TPI1	oli	
2143	670	369	670	ABI2	oli	
1249	671	325	671	PPT1	oli	
1245	558	672	672	SAMD8	oli	
226	3418	673	673	PRKCZ	oli	
339	1958	675	675	GPI	oli	
1291	675	367	675	YPEL2	oli	
678	181	810	678	ANLN	oli	
679	346	4239	679	EFHD1	oli	
54	679	1250	679	PHLDB1	oli	
2597	407	679	679	RBM39	oli	
3476	511	680	680	PSMC6	oli	
978	680	173	680	SDHA	oli	
6000	681	464	681	NFIB	oli	
936	306	683	683	BRK1	oli	
207	684	1102	684	RHOA	oli	
1567	591	685	685	NDUFA13	oli	
3436	135	686	686	PURA	oli	
657	687	1858	687	ATRN	oli	
688	1669	482	688	DUSP3	oli	
983	688	92	688	NRAS	oli	
690	198	1241	690	CPD	oli	
143	693	802	693	CLIP3	oli	
350	696	1168	696	AGAP1	oli	
477	697	906	697	GAB1	oli	
286	698	1404	698	MAP6D1	oli	
694	699	3359	699	TGFA	oli	
701	387	862	701	PAFAH1B1	oli	
383	5949	701	701	RPL9	oli	
704	442	2128	704	ADIPOR2	oli	
705	2887	459	705	MORF4L2	oli	
707	343	1257	707	RPS19	oli	
708	260	757	708	RDX	oli	
103	710	2536	710	MAP7D1	oli	
5336	593	710	710	ROCK1	oli	
711	2461	659	711	ACSL1	oli	
2167	649	711	711	PSMA6	oli	
713	1961	503	713	PSMD2	oli	
952	714	441	714	1110057K04RIK	oli	
714	328	5264	714	JUN	oli	
709	864	714	714	ZNF706	oli	
715	533	1259	715	SH3GLB1	oli	
1133	715	567	715	ZFR	oli	
2410	448	716	716	SRRM1	oli	
717	4223	478	717	PRDX2	oli	
526	717	1267	717	SPOP	oli	
558	718	3376	718	ADIPOR1	oli	
719	1393	558	719	MAPRE2	oli	
2184	720	453	720	PJA2	oli	
432	989	721	721	RPL18A	oli	
1374	721	629	721	TGOLN2	oli	
2373	665	722	722	APBB2	oli	
1719	309	723	723	PSMA2	oli	
700	724	2138	724	AHCYL1	oli	
490	725	1438	725	SPARC	oli	
1796	726	102	726	ST13	oli	
727	1737	713	727	ATAT1	oli	
4536	727	516	727	CEPT1	oli	
58	1354	731	731	PSAP	oli	
732	122	869	732	COX6B1	oli	
1370	517	732	732	CWC15	oli	
294	917	734	734	NUDT3	oli	
1708	736	391	736	PPP2R3A	oli	
1810	738	677	738	TIMM17A	oli	
2817	338	738	738	TMEM258	oli	
1356	644	739	739	WLS	oli	
2121	743	451	743	PSMC2	oli	
4217	745	329	745	ETV1	oli	
761	747	577	747	ITGB1	oli	
748	255	1349	748	CSNK1A1	oli	
517	748	3404	748	S1PR5	oli	
763	751	428	751	TUBB	oli	
396	754	5292	754	MGLL	oli	
2904	755	440	755	CYSTM1	oli	
3072	603	756	756	PRRC2C	oli	
3924	758	392	758	SRSF7	oli	
759	676	4307	759	YWHAG	oli	
760	111	1115	760	ELOVL7	oli	
1166	762	719	762	CDC42EP2	oli	
1882	763	616	763	NDUFB10	oli	
764	8138	432	764	OAZ1	oli	
2063	695	764	764	SAR1B	oli	
741	764	1707	764	TM7SF3	oli	
765	941	216	765	CCT7	oli	
453	1134	765	765	EPB4.1L2	oli	
767	1089	574	767	CTNNA1	oli	
1625	768	463	768	ACTR10	oli	
3716	769	658	769	CLK4	oli	
770	146	1134	770	PLA2G16	oli	
2274	770	205	770	STXBP3A	oli	
1372	771	532	771	GTF3C2	oli	
603	2624	772	772	PUF60	oli	
2275	774	610	774	DOCK9	oli	
775	2077	522	775	ACOX1	oli	
1910	775	54	775	SGK1	oli	
720	2026	777	777	GSTM3	oli	
934	777	375	777	TMED10	oli	
780	147	795	780	COX6C	oli	
753	1192	780	780	CS	oli	
7840	780	730	780	ZCCHC7	oli	
782	1776	749	782	ARL2	oli	
784	5038	471	784	UQCRC1	oli	
785	660	2420	785	MYO1D	oli	
786	615	1665	786	DNMT3A	oli	
998	418	787	787	LIMCH1	oli	
787	1403	614	787	SF3B2	oli	
2021	291	788	788	KTN1	oli	
486	788	935	788	ZNF365	oli	
3523	673	789	789	BET1	oli	
813	109	791	791	DBNDD2	oli	
1931	793	533	793	PSMC5	oli	
626	794	3655	794	NKAIN2	oli	
795	1329	376	795	MAGED1	oli	
1730	151	796	796	PPP3CA	oli	
798	214	1001	798	C4ORF3	oli	
5308	798	134	798	MBNL1	oli	
799	843	321	799	ARF4	oli	
56	799	10396	799	DHCR24	oli	
1613	800	669	800	C14ORF1	oli	
1343	555	801	801	HINT1	oli	
462	801	1875	801	TMEM125	oli	
803	838	215	803	CCT5	oli	
735	804	937	804	CCT2	oli	
2148	772	804	804	MACF1	oli	
1646	805	750	805	FRYL	oli	
806	742	1258	806	KCTD3	oli	
1243	806	800	806	NCL	oli	
807	6228	345	807	DDX39B	oli	
3322	807	174	807	GSK3B	oli	
1550	88	807	807	MBNL2	oli	
2215	765	809	809	KLHL4	oli	
812	2211	398	812	BCL2L1	oli	
1158	814	293	814	M6PR	oli	
886	287	815	815	DIXDC1	oli	
268	11046	817	817	ACTG1	oli	
234	817	1097	817	DNAJB2	oli	
944	818	97	818	CHN2	oli	
220	819	1170	819	SLC22A23	oli	
1948	820	697	820	EPRS	oli	
6712	821	687	821	U2SURP	oli	
568	1113	822	822	ACAT2	oli	
1526	822	66	822	SSR1	oli	
1129	823	584	823	EXOC6B	oli	
360	1417	823	823	FAM102A	oli	
3581	827	691	827	ATP6V1D	oli	
827	1367	753	827	CDK5	oli	
2847	828	192	828	STT3A	oli	
829	237	1437	829	GABARAPL2	oli	
1815	731	830	830	CNIH1	oli	
88	830	2648	830	PRR18	oli	
436	832	1508	832	TCF25	oli	
1950	833	238	833	ZFP207	oli	
302	834	1496	834	JOSD2	oli	
65	836	896	836	KIAA0930	oli	
3644	597	836	836	ST18	oli	
836	508	1796	836	TULP4	oli	
1326	273	840	840	DYNLRB1	oli	
969	236	841	841	ATP5H	oli	
366	841	2041	841	KAZN	oli	
1909	614	842	842	KIF21A	oli	
267	842	1008	842	NISCH	oli	
1531	672	846	846	NXF1	oli	
456	846	1825	846	RAP1A	oli	
2157	847	678	847	DAAM1	oli	
2125	848	770	848	NDUFS8	oli	
3389	849	259	849	ATAD1	oli	
2639	850	300	850	DNM3	oli	
1039	851	476	851	SPG20	oli	
1176	481	852	852	NACA2	oli	
853	564	5475	853	RPL39	oli	
661	854	2716	854	MAST3	oli	
2421	855	715	855	CDC37L1	oli	
855	871	123	855	NAPA	oli	
857	4916	511	857	AAMP	oli	
2146	789	858	858	ATRAID	oli	
5798	858	637	858	DDX3Y	oli	
181	862	1007	862	CARHSP1	oli	
567	863	2703	863	GNPTAB	oli	
3677	729	865	865	DRAM2	oli	
282	865	3046	865	EIF4H	oli	
866	2036	394	866	SEC61A1	oli	
868	1003	393	868	GDI2	oli	
869	795	12008	869	HAPLN2	oli	
664	873	2658	873	FNTA	oli	
1982	645	873	873	METAP2	oli	
873	2718	319	873	MPZL1	oli	
874	988	183	874	MDH2	oli	
2472	875	438	875	CCT8	oli	
821	2292	875	875	PRICKLE1	oli	
2536	876	289	876	ZWINT	oli	
1578	626	877	877	GLRB	oli	
1351	878	646	878	SMIM7	oli	
879	510	1295	879	EMC7	oli	
7616	829	879	879	THOC2	oli	
914	266	882	882	CLTC	oli	
346	882	1502	882	PIGQ	oli	
2263	657	883	883	CRIPT	oli	
1563	577	886	886	RCBTB1	oli	
5110	126	887	887	PMP22	oli	
209	1181	888	888	FRMD8	oli	
888	881	3032	888	RHOU	oli	
1320	889	579	889	PPP2R5C	oli	
890	155	1904	890	TMEM30A	oli	
891	894	128	891	EVI2A	oli	
2714	857	893	893	SSR4	oli	
689	5928	894	894	EEF1G	oli	
3608	895	819	895	PSMD14	oli	
1192	642	897	897	CPM	oli	
3159	897	860	897	TSN	oli	
897	599	1512	897	YWHAB	oli	
898	456	4077	898	SLCO3A1	oli	
1477	757	898	898	VAPA	oli	
3115	899	241	899	CCDC47	oli	
899	733	1711	899	HUWE1	oli	
900	2757	397	900	SNRPN	oli	
2826	199	903	903	SPOCK3	oli	
6381	904	214	904	NFIA	oli	
1597	141	905	905	NDUFA4	oli	
815	1484	907	907	PDE8A	oli	
909	608	2851	909	ERMP1	oli	
3488	909	853	909	SMCO3	oli	
910	3382	694	910	PEX19	oli	
7928	910	855	910	PHIP	oli	
912	490	925	912	PAFAH1B2	oli	
502	914	3543	914	ARL8A	oli	
1052	916	374	916	CAT	oli	
718	2799	917	917	INSIG1	oli	
918	1578	296	918	CNTN1	oli	
1986	685	919	919	GLO1	oli	
4210	920	728	920	LRP1B	oli	
478	1282	921	921	TBC1D14	oli	
611	923	4384	923	TMEM9B	oli	
659	925	2312	925	ALDOC	oli	
925	2320	597	925	FTO	oli	
1345	501	926	926	UQCR11	oli	
847	1098	927	927	HADH	oli	
146	928	6549	928	GJC2	oli	
130	929	2183	929	BIN1	oli	
2407	319	929	929	TTC3	oli	
5156	930	612	930	BAZ2B	oli	
931	1778	790	931	EIF3C	oli	
295	933	1456	933	UBA1	oli	
625	935	5886	935	RNF130	oli	
304	1176	936	936	RAP1GDS1	oli	
2448	937	700	937	HMGN2	oli	
2247	604	940	940	COMMD3	oli	
2079	845	942	942	DIABLO	oli	
6925	942	613	942	NRXN1	oli	
2034	945	512	945	ADAM22	oli	
585	2478	946	946	RPS6	oli	
2029	949	656	949	ATP6V1H	oli	
950	477	1749	950	B3GALT5	oli	
3778	759	952	952	MYCBP2	oli	
1424	952	681	952	PPP2R2A	oli	
534	953	1058	953	PHLPP1	oli	
2098	797	955	955	NDUFA7	oli	
956	2377	717	956	OCIAD1	oli	
178	956	1347	956	RPL13A	oli	
2209	957	761	957	C11ORF58	oli	
957	879	2037	957	ETNK1	oli	
1306	959	400	959	COPE	oli	
1696	734	959	959	DAD1	oli	
959	552	1067	959	NDUFB11	oli	
960	927	2342	960	RPS13	oli	
962	986	704	962	NBR1	oli	
1517	965	408	965	PTK2	oli	
1916	235	966	966	LDHB	oli	
967	1196	499	967	RBBP4	oli	
2816	968	895	968	DYNLT3	oli	
3247	971	112	971	LRRC58	oli	
728	974	2106	974	CHST2	oli	
3423	891	974	974	GPATCH8	oli	
4751	975	571	975	BCLAF1	oli	
513	1416	975	975	RPL32	oli	
420	977	4113	977	GNAI2	oli	
804	979	6521	979	NDFIP1	oli	
1285	980	837	980	STX12	oli	
1476	783	981	981	ECHS1	oli	
4722	981	147	981	IMPACT	oli	
4277	982	461	982	BIRC6	oli	
982	1048	546	982	CCT3	oli	
1016	640	983	983	PTP4A2	oli	
984	35	7534	984	GM15564	oli	
1255	984	759	984	GYG1	oli	
1081	892	984	984	TSPAN14	oli	
2282	985	724	985	NDUFS7	oli	
986	1030	271	986	SC5D	oli	
987	668	1337	987	CLU	oli	
988	1082	684	988	RTN1	oli	
1650	990	784	990	NPM1	oli	
3470	592	991	991	MPP5	oli	
4955	991	621	991	SBNO1	oli	
332	992	998	992	DCTN2	oli	
409	994	6842	994	BRD2	oli	
937	2005	994	994	ITFG3	oli	
199	996	4706	996	ZDHHC9	oli	
999	94	1599	999	ATP1B3	oli	
347	2341	1003	1003	DHCR7	oli	
1003	6411	727	1003	RNF122	oli	
1775	1004	899	1004	TM2D2	oli	
40	1006	1364	1006	MAP4	oli	
994	1770	1006	1006	OGDH	oli	
1007	110	1292	1007	UQCRH	oli	
416	1009	1644	1009	FAU	oli	
1010	700	1202	1010	RAB2A	oli	
591	1011	1018	1011	ERBB3	oli	
2833	911	1012	1012	DUSP11	oli	
1013	359	2136	1013	ATP5G3	oli	
622	1013	1374	1013	TRIM35	oli	
2096	538	1014	1014	ATP6V1F	oli	
1242	1014	504	1014	LEPROT	oli	
135	1015	1389	1015	ATP9A	oli	
2226	1019	575	1019	UFD1L	oli	
1257	1020	963	1020	PMM1	oli	
309	1021	5444	1021	GPD1	oli	
2264	1022	689	1022	FRMD4B	oli	
598	1023	2585	1023	PREX1	oli	
3645	741	1024	1024	CACNB4	oli	
1024	1515	938	1024	HDHD2	oli	
3039	963	1025	1025	TCAF1	oli	
2196	416	1026	1026	RSRP1	oli	
411	1027	2072	1027	NEO1	oli	
1149	353	1027	1027	RAB14	oli	
1227	600	1029	1029	MOB3B	oli	
5330	1008	1030	1030	KMT2C	oli	
1808	1031	729	1031	STX7	oli	
1031	654	1043	1031	TMEM33	oli	
192	1433	1033	1033	GM15440	oli	
1034	825	6065	1034	IDS	oli	
3254	1035	868	1035	CDC123	oli	
3419	1033	1037	1037	CD164	oli	
3172	1037	854	1037	COPS2	oli	
1038	2546	859	1038	MGRN1	oli	
281	1039	3379	1039	ARHGAP23	oli	
945	3319	1039	1039	GSS	oli	
1026	1040	7092	1040	NRGN	oli	
1574	1042	138	1042	PTP4A1	oli	
1918	1043	1034	1043	EIF3E	oli	
618	1044	6483	1044	DACT3	oli	
1043	1046	1207	1046	GPR155	oli	
2341	811	1046	1046	SFR1	oli	
1048	4434	1036	1048	SORBS3	oli	
1049	4518	427	1049	ENO1	oli	
3898	837	1049	1049	RSRC2	oli	
2756	719	1050	1050	HSD17B10	oli	
1640	866	1051	1051	SYTL2	oli	
1509	279	1052	1052	FAM171B	oli	
939	1052	3545	1052	ZNF740	oli	
1053	1084	337	1053	SHROOM2	oli	
1966	1055	562	1055	PSMC4	oli	
1055	204	1110	1055	SLC6A6	oli	
2466	1056	851	1056	ABCC5	oli	
1403	1058	989	1058	GMFB	oli	
4029	1059	957	1059	PIGZ	oli	
158	2108	1060	1060	RND2	oli	
1256	1060	682	1060	SOD1	oli	
2233	569	1062	1062	CADM2	oli	
2419	1062	763	1062	MYL12B	oli	
1912	944	1063	1063	PSMA5	oli	
1064	1177	995	1064	TSC22D3	oli	
1645	1065	847	1065	TONSL	oli	
2194	621	1070	1070	APPBP2	oli	
1887	1070	221	1070	PDIA6	oli	
2376	1072	592	1072	SLC35A5	oli	
2053	1073	933	1073	PSMD1	oli	
1004	1496	1073	1073	SRD5A1	oli	
1074	180	3495	1074	H3F3A	oli	
2599	885	1075	1075	DNAJC8	oli	
2698	1075	462	1075	NSD1	oli	
2621	1078	475	1078	PEX2	oli	
176	1079	5813	1079	ATP1A1	oli	
3601	570	1079	1079	CSTB	oli	
1079	4098	1077	1079	HADHA	oli	
536	1081	7888	1081	RAB5C	oli	
1083	414	1835	1083	FERMT2	oli	
971	1083	1805	1083	PTPRA	oli	
5577	947	1084	1084	C1D	oli	
59	1087	1462	1087	CSRP1	oli	
2043	382	1087	1087	POMP	oli	
1088	1287	767	1088	GNB4	oli	
193	1088	1465	1088	LLGL1	oli	
1089	4973	1066	1089	SNX17	oli	
599	1090	1601	1090	HDAC11	oli	
1090	1990	628	1090	RPN2	oli	
3358	1091	1090	1091	FOPNL	oli	
1463	1093	171	1093	MTMR2	oli	
882	1387	1094	1094	ATP6V1B2	oli	
3702	1094	640	1094	NCALD	oli	
2612	1096	979	1096	SRPK2	oli	
1097	2017	606	1097	PTPRS	oli	
1407	1097	773	1097	TOR1AIP2	oli	
1029	1099	1290	1099	DLG1	oli	
3218	1100	581	1100	TMEM167A	oli	
1101	2315	660	1101	SGTA	oli	
1102	4171	811	1102	ATP5O	oli	
1378	1102	544	1102	IMMT	oli	
1103	3558	971	1103	AGPAT6	oli	
449	1322	1103	1103	PLOD1	oli	
1104	216	3664	1104	RPL38	oli	
1105	2657	1099	1105	CAPZB	oli	
1865	1105	954	1105	ITCH	oli	
1269	613	1105	1105	ZCCHC17	oli	
820	1106	2081	1106	GABARAPL1	oli	
324	1109	1169	1109	TSPAN15	oli	
2285	691	1112	1112	RUFY3	oli	
922	1674	1113	1113	CLN8	oli	
1113	1140	1009	1113	NDUFV1	oli	
4195	623	1114	1114	ZRANB2	oli	
1161	1115	252	1115	FBXL5	oli	
1118	1462	248	1118	SLC6A1	oli	
2214	1119	976	1119	POU3F3	oli	
4428	1121	1015	1121	FUBP1	oli	
39	1122	3690	1122	FASN	oli	
1122	931	2501	1122	FMNL2	oli	
6006	924	1122	1122	PBRM1	oli	
1124	1111	1129	1124	AMPH	oli	
1036	2748	1124	1124	CYHR1	oli	
7001	1124	454	1124	KRIT1	oli	
1127	1762	692	1127	ARPC5	oli	
1436	1127	389	1127	DCTN4	oli	
1128	1599	627	1128	NDE1	oli	
4117	1128	554	1128	TBC1D15	oli	
5226	753	1130	1130	SSB	oli	
1130	400	1415	1130	TM9SF3	oli	
191	1131	3406	1131	GAL3ST1	oli	
1132	3811	196	1132	RASGEF1B	oli	
2620	431	1135	1135	VLDLR	oli	
1938	193	1137	1137	ATP5J	oli	
1137	707	1955	1137	HNRNPL	oli	
1739	1138	783	1138	SEC13	oli	
1138	518	4023	1138	SEL1L	oli	
768	1139	1618	1139	ENTPD5	oli	
1140	115	1546	1140	GNG11	oli	
2718	1032	1142	1142	MRPL48	oli	
5269	1142	262	1142	ZNF561	oli	
1607	1054	1143	1143	IST1	oli	
403	1143	3813	1143	ITGB4	oli	
1145	1785	920	1145	RPN1	oli	
2680	469	1146	1146	SMIM15	oli	
6402	457	1147	1147	MEF2C	oli	
716	1148	4862	1148	PIM3	oli	
1150	4166	661	1150	LIMS2	oli	
4147	773	1150	1150	SUMO1	oli	
2255	1107	1151	1151	PLEKHG1	oli	
1786	1118	1152	1152	CHMP3	oli	
4015	1154	1016	1154	FKTN	oli	
970	1156	1673	1156	GALNT6	oli	
3160	496	1156	1156	SRSF11	oli	
4881	1157	560	1157	HNRNPU	oli	
1386	539	1158	1158	CISD1	oli	
1970	1158	1078	1158	SDHD	oli	
1377	1162	383	1162	GM2A	oli	
2747	632	1164	1164	NR3C1	oli	
1165	2298	745	1165	SRI	oli	
2008	638	1173	1173	MTCH2	oli	
3531	1116	1174	1174	LPGAT1	oli	
543	1513	1175	1175	FAM57A	oli	
2524	1175	835	1175	IK	oli	
5934	692	1176	1176	KMT2E	oli	
1177	870	6769	1177	TMEM123	oli	
2627	1178	876	1178	VPS41	oli	
287	1180	2521	1180	PHYHIPL	oli	
348	1182	1592	1182	CTNNB1	oli	
1532	630	1182	1182	NDUFB8	oli	
1184	711	2025	1184	ATP2C1	oli	
1180	2027	1185	1185	RAB33A	oli	
7		3	5	MT-CYB	opc	
2		15	8.5	MT-CO1	opc	
6		13	9.5	PTPRZ1	opc	
4		22	13	PDGFRA	opc	
17		11	14	MT-ND1	opc	
37		2	19.5	ACTB	opc	
25		16	20.5	SPARCL1	opc	
23		21	22	CNTN1	opc	
40		10	25	SERPINE2	opc	
44		8	26	HSPA8	opc	
42		12	27	GPM6A	opc	
51		5	28	GM2A	opc	
31		28	29.5	TUBA1A	opc	
41		20	30.5	EDNRB	opc	
54		9	31.5	MARCKS	opc	
30		34	32	CKB	opc	
35		30	32.5	HSP90AB1	opc	
58		19	38.5	QKI	opc	
8		73	40.5	EEF1A1	opc	
20		63	41.5	ATP1A2	opc	
16		71	43.5	TNR	opc	
81		7	44	FOS	opc	
86		4	45	MT-RNR2	opc	
62		35	48.5	PTN	opc	
47		55	51	HSPA5	opc	
56		48	52	GPM6B	opc	
74		32	53	YWHAE	opc	
64		43	53.5	TSPAN7	opc	
97		23	60	CD81	opc	
96		24	60	HNRNPA2B1	opc	
71		53	62	MAGED1	opc	
38		92	65	MT-ND5	opc	
83		49	66	SLC1A3	opc	
70		65	67.5	SYT11	opc	
82		57	69.5	TMBIM6	opc	
116		26	71	CANX	opc	
98		45	71.5	SLC6A1	opc	
85		59	72	GRIA2	opc	
108		37	72.5	HNRNPK	opc	
91		56	73.5	CTSB	opc	
19		130	74.5	SLC1A2	opc	
14		147	80.5	CST3	opc	
130		36	83	UBC	opc	
34		133	83.5	VCAN	opc	
12		159	85.5	CSPG5	opc	
39		138	88.5	EPN2	opc	
93		90	91.5	PKM	opc	
32		152	92	MT-ND2	opc	
50		135	92.5	MT-ND4	opc	
105		87	96	CLU	opc	
134		58	96	ENPP2	opc	
89		108	98.5	PTPRS	opc	
137		67	102	NCAM1	opc	
162		42	102	RAB31	opc	
36		170	103	CSPG4	opc	
171		40	105.5	ARL6IP1	opc	
52		164	108	CALR	opc	
78		141	109.5	S100A16	opc	
181		41	111	CD9	opc	
102		125	113.5	TUBB	opc	
210		18	114	NRXN1	opc	
239		1	120	MALAT1	opc	
178		64	121	PCDH15	opc	
177		70	123.5	KCNIP3	opc	
113		134	123.5	NCALD	opc	
90		162	126	ATP5A1	opc	
61		191	126	DDX5	opc	
15		239	127	SCD	opc	
146		111	128.5	ENO1	opc	
176		82	129	H3F3B	opc	
66		196	131	CTSD	opc	
167		100	133.5	HSP90B1	opc	
175		94	134.5	SERINC1	opc	
198		75	136.5	RLBP1	opc	
10		264	137	GPR17	opc	
193		83	138	NCAN	opc	
55		223	139	CACNG4	opc	
216		66	141	SLC25A4	opc	
170		121	145.5	CALM1	opc	
112		180	146	SPAG9	opc	
263		33	148	GNB1	opc	
104		192	148	LHFPL3	opc	
63		235	149	NTRK2	opc	
72		231	151.5	ABHD2	opc	
259		44	151.5	SEPT7	opc	
208		99	153.5	EGR1	opc	
150		165	157.5	NEDD4	opc	
185		136	160.5	NDRG2	opc	
139		182	160.5	SIRT2	opc	
266		62	164	EIF4A2	opc	
251		79	165	MT-RNR1	opc	
240		97	168.5	TMEM176B	opc	
27		314	170.5	SULF2	opc	
1		343	172	RN18S-RS5	opc	
43		302	172.5	EIF4G2	opc	
228		122	175	SF3B1	opc	
152		201	176.5	CHST11	opc	
111		242	176.5	RPL4	opc	
84		272	178	SPARC	opc	
304		54	179	MMD2	opc	
29		330	179.5	CPE	opc	
126		234	180	NEU4	opc	
235		128	181.5	TCF4	opc	
151		219	185	SON	opc	
174		202	188	ALDOC	opc	
192		197	194.5	CLTC	opc	
53		338	195.5	GPR37L1	opc	
306		89	197.5	ALDOA	opc	
94		307	200.5	APLP2	opc	
285		119	202	CDC42	opc	
100		305	202.5	PLLP	opc	
189		221	205	TTC3	opc	
173		243	208	PRKAR1A	opc	
305		117	211	FEZ1	opc	
125		300	212.5	RPL3	opc	
203		224	213.5	PAPSS1	opc	
79		351	215	ITM2B	opc	
11		419	215	LRP1	opc	
236		200	218	PPP2R1A	opc	
118		324	221	ITGAV	opc	
392		74	233	GDI1	opc	
294		172	233	SLC38A2	opc	
424		47	235.5	PDIA6	opc	
317		156	236.5	SPTBN1	opc	
230		246	238	OLFM2	opc	
407		77	242	GATM	opc	
132		354	243	SPTAN1	opc	
57		430	243.5	ATP5B	opc	
308		179	243.5	SRSF5	opc	
373		114	243.5	WDR1	opc	
318		185	251.5	CHL1	opc	
393		116	254.5	SSR3	opc	
307		209	258	S100A1	opc	
437		80	258.5	CALM2	opc	
257		265	261	ANKRD11	opc	
417		110	263.5	PNISR	opc	
405		132	268.5	DBI	opc	
297		240	268.5	FXYD6	opc	
375		166	270.5	OGT	opc	
218		325	271.5	ASRGL1	opc	
436		109	272.5	TECR	opc	
119		427	273	ACTG1	opc	
458		91	274.5	SLC25A5	opc	
65		485	275	CFL1	opc	
337		214	275.5	SEP15	opc	
274		290	282	RPN2	opc	
195		370	282.5	GAPDH	opc	
383		184	283.5	TUBB4A	opc	
160		411	285.5	PEA15	opc	
549		25	287	SSR1	opc	
358		220	289	KLHL5	opc	
117		470	293.5	GPT2	opc	
347		241	294	GRIA3	opc	
563		31	297	SEPT2	opc	
386		210	298	NXPH1	opc	
279		326	302.5	TMEM132B	opc	
500		105	302.5	TMEM59	opc	
385		230	307.5	AP2M1	opc	
492		123	307.5	CASK	opc	
468		157	312.5	BZW1	opc	
281		345	313	LSAMP	opc	
508		120	314	CCT7	opc	
447		181	314	CTNND2	opc	
258		371	314.5	ANKS1B	opc	
367		262	314.5	HNRNPC	opc	
9		628	318.5	OLIG1	opc	
248		390	319	MACF1	opc	
441		198	319.5	ATP6V0E2	opc	
487		155	321	CCT5	opc	
260		382	321	KIF1B	opc	
255		393	324	TNPO1	opc	
186		463	324.5	HSP90AA1	opc	
499		151	325	LDHB	opc	
133		518	325.5	ADCYAP1R1	opc	
13		638	325.5	BCAN	opc	
518		137	327.5	MAP1LC3B	opc	
135		520	327.5	MAP2	opc	
532		129	330.5	ZEB1	opc	
262		404	333	HNRNPH1	opc	
168		502	335	USP24	opc	
433		238	335.5	NCL	opc	
622		50	336	ST13	opc	
92		582	337	DPYSL3	opc	
425		250	337.5	PPT1	opc	
245		431	338	P4HB	opc	
611		84	347.5	CBX5	opc	
282		415	348.5	CNP	opc	
289		413	351	TPM1	opc	
579		124	351.5	C14ORF37	opc	
60		644	352	C8ORF46	opc	
402		311	356.5	ATP6AP1	opc	
515		204	359.5	SRSF3	opc	
494		229	361.5	HSD17B12	opc	
537		188	362.5	CHST2	opc	
204		521	362.5	PPIA	opc	
136		589	362.5	TMSB4Y	opc	
157		572	364.5	SPON1	opc	
472		271	371.5	EIF1	opc	
477		268	372.5	FABP7	opc	
415		342	378.5	AKR1A1	opc	
254		506	380	ADD1	opc	
148		617	382.5	KCNJ10	opc	
534		232	383	CNBP	opc	
464		304	384	ABCC5	opc	
310		458	384	DDX39B	opc	
361		416	388.5	ARHGAP31	opc	
